YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (MW/h),GENERATION (GW/h)
2007,PA,Total Electric Power Industry,Other Gases,533986,0.533986
2007,PA,Total Electric Power Industry,Petroleum,1484074,1.484074
2007,PA,Total Electric Power Industry,Wind,470018,0.470018
2007,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,619567,0.619567
2007,RI,Total Electric Power Industry,Total,7049844,7.049844
2007,RI,Total Electric Power Industry,Hydroelectric Conventional,4364,0.004364
2007,RI,Total Electric Power Industry,Natural Gas,6856772,6.856772
2007,RI,Total Electric Power Industry,Other Biomass,154757,0.154757
2007,RI,Total Electric Power Industry,Petroleum,33951,0.033951
2007,SC,Total Electric Power Industry,Total,103402142,103.402142
2007,SC,Total Electric Power Industry,Coal,41582670,41.58267
2007,SC,Total Electric Power Industry,Hydroelectric Conventional,1555912,1.555912
2007,SC,Total Electric Power Industry,Natural Gas,5964558,5.964558
2007,SC,Total Electric Power Industry,Nuclear,53199914,53.199914
2007,SC,Total Electric Power Industry,Other Biomass,100602,0.100602
2007,SC,Total Electric Power Industry,Other Gases,15,0.000015
2007,SC,Total Electric Power Industry,Petroleum,217287,0.217287
2007,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1895432,1.895432
2007,SD,Total Electric Power Industry,Total,6136605,6.136605
2007,SD,Total Electric Power Industry,Coal,2655334,2.655334
2007,SD,Total Electric Power Industry,Hydroelectric Conventional,2917283,2.917283
2007,SD,Total Electric Power Industry,Natural Gas,351042,0.351042
2007,SD,Total Electric Power Industry,Petroleum,62902,0.062902
2007,SD,Total Electric Power Industry,Wind,150018,0.150018
2007,TN,Total Electric Power Industry,Total,95113409,95.113409
2007,TN,Total Electric Power Industry,Coal,60237330,60.23733
2007,TN,Total Electric Power Industry,Hydroelectric Conventional,4939601,4.939601
2007,TN,Total Electric Power Industry,Natural Gas,721838,0.721838
2007,TN,Total Electric Power Industry,Nuclear,28700371,28.700371
2007,TN,Total Electric Power Industry,Other Biomass,52480,0.05248
2007,TN,Total Electric Power Industry,Other Gases,13488,0.013488
2007,TN,Total Electric Power Industry,Petroleum,232098,0.232098
2007,TN,Total Electric Power Industry,Wind,49937,0.049937
2007,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,868110,0.86811
2007,TX,Total Electric Power Industry,Total,405492296,405.492296
2007,TX,Total Electric Power Industry,Coal,147278889,147.278889
2007,TX,Total Electric Power Industry,Hydroelectric Conventional,1644437,1.644437
2007,TX,Total Electric Power Industry,Natural Gas,199531281,199.531281
2007,TX,Total Electric Power Industry,Nuclear,40955030,40.95503
2007,TX,Total Electric Power Industry,Other Biomass,367065,0.367065
2007,TX,Total Electric Power Industry,Other Gases,3601211,3.601211
2007,TX,Total Electric Power Industry,Petroleum,1308904,1.308904
2007,TX,Total Electric Power Industry,Wind,9006383,9.006383
2007,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,914164,0.914164
2007,UT,Total Electric Power Industry,Total,45372575,45.372575
2007,UT,Total Electric Power Industry,Coal,37170794,37.170794
2007,UT,Total Electric Power Industry,Geothermal,163925,0.163925
2007,UT,Total Electric Power Industry,Hydroelectric Conventional,538782,0.538782
2007,UT,Total Electric Power Industry,Natural Gas,7424218,7.424218
2007,UT,Total Electric Power Industry,Other Biomass,31030,0.03103
2007,UT,Total Electric Power Industry,Other Gases,0,0
2007,UT,Total Electric Power Industry,Petroleum,39147,0.039147
2007,VA,Total Electric Power Industry,Total,78360507,78.360507
2007,VA,Total Electric Power Industry,Coal,35420746,35.420746
2007,VA,Total Electric Power Industry,Hydroelectric Conventional,1248264,1.248264
2007,VA,Total Electric Power Industry,Natural Gas,10903840,10.90384
2007,VA,Total Electric Power Industry,Nuclear,27268475,27.268475
2007,VA,Total Electric Power Industry,Other Biomass,773245,0.773245
2007,VA,Total Electric Power Industry,Petroleum,2096949,2.096949
2007,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,1792326,1.792326
2007,VT,Total Electric Power Industry,Total,5823582,5.823582
2007,VT,Total Electric Power Industry,Hydroelectric Conventional,646605,0.646605
2007,VT,Total Electric Power Industry,Natural Gas,1889,0.001889
2007,VT,Total Electric Power Industry,Nuclear,4703728,4.703728
2007,VT,Total Electric Power Industry,Petroleum,7811,0.007811
2007,VT,Total Electric Power Industry,Wind,10511,0.010511
2007,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,453038,0.453038
2007,WA,Total Electric Power Industry,Total,106990217,106.990217
2007,WA,Total Electric Power Industry,Coal,8556816,8.556816
2007,WA,Total Electric Power Industry,Hydroelectric Conventional,78829195,78.829195
2007,WA,Total Electric Power Industry,Natural Gas,7287394,7.287394
2007,WA,Total Electric Power Industry,Nuclear,8108560,8.10856
2007,WA,Total Electric Power Industry,Other Biomass,176351,0.176351
2007,WA,Total Electric Power Industry,Other Gases,333773,0.333773
2007,WA,Total Electric Power Industry,Petroleum,37042,0.037042
2007,WA,Total Electric Power Industry,Wind,2437823,2.437823
2007,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,1116380,1.11638
2007,WI,Total Electric Power Industry,Total,63390630,63.39063
2007,WI,Total Electric Power Industry,Coal,40028250,40.02825
2007,WI,Total Electric Power Industry,Hydroelectric Conventional,1516083,1.516083
2007,WI,Total Electric Power Industry,Natural Gas,6488750,6.48875
2007,WI,Total Electric Power Industry,Nuclear,12910319,12.910319
2007,WI,Total Electric Power Industry,Other Biomass,435156,0.435156
2007,WI,Total Electric Power Industry,Petroleum,1013414,1.013414
2007,WI,Total Electric Power Industry,Wind,109283,0.109283
2007,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,785079,0.785079
2007,WV,Total Electric Power Industry,Total,93933109,93.933109
2007,WV,Total Electric Power Industry,Coal,91866265,91.866265
2007,WV,Total Electric Power Industry,Hydroelectric Conventional,1254397,1.254397
2007,WV,Total Electric Power Industry,Natural Gas,388794,0.388794
2007,WV,Total Electric Power Industry,Other Biomass,0,0
2007,WV,Total Electric Power Industry,Other Gases,55676,0.055676
2007,WV,Total Electric Power Industry,Petroleum,199919,0.199919
2007,WV,Total Electric Power Industry,Wind,167588,0.167588
2007,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0
2007,WY,Total Electric Power Industry,Total,45633486,45.633486
2007,WY,Total Electric Power Industry,Coal,43126809,43.126809
2007,WY,Total Electric Power Industry,Hydroelectric Conventional,729424,0.729424
2007,WY,Total Electric Power Industry,Natural Gas,594026,0.594026
2007,WY,Total Electric Power Industry,Other Gases,312091,0.312091
2007,WY,Total Electric Power Industry,Petroleum,47222,0.047222
2007,WY,Total Electric Power Industry,Wind,754881,0.754881
2008,AK,Total Electric Power Industry,Total,6774834,6.774834
2008,AK,Total Electric Power Industry,Coal,617897,0.617897
2008,AK,Total Electric Power Industry,Hydroelectric Conventional,1171801,1.171801
2008,AK,Total Electric Power Industry,Natural Gas,4002472,4.002472
2008,AK,Total Electric Power Industry,Other Biomass,4682,0.004682
2008,AK,Total Electric Power Industry,Petroleum,977915,0.977915
2008,AK,Total Electric Power Industry,Wind,68,0.000068
2008,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0
2008,AL,Total Electric Power Industry,Total,145869895,145.869895
2008,AL,Total Electric Power Industry,Coal,74604648,74.604648
2008,AL,Total Electric Power Industry,Hydroelectric Conventional,6136148,6.136148
2008,AL,Total Electric Power Industry,Natural Gas,22362919,22.362919
2008,AL,Total Electric Power Industry,Nuclear,38992641,38.992641
2008,AL,Total Electric Power Industry,Other Biomass,33698,0.033698
2008,AL,Total Electric Power Industry,Other Gases,203739,0.203739
2008,AL,Total Electric Power Industry,Petroleum,204265,0.204265
2008,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,3323616,3.323616
2008,AR,Total Electric Power Industry,Total,55050528,55.050528
2008,AR,Total Electric Power Industry,Coal,26114654,26.114654
2008,AR,Total Electric Power Industry,Hydroelectric Conventional,4660297,4.660297
2008,AR,Total Electric Power Industry,Natural Gas,8461073,8.461073
2008,AR,Total Electric Power Industry,Nuclear,14168091,14.168091
2008,AR,Total Electric Power Industry,Other Biomass,46770,0.04677
2008,AR,Total Electric Power Industry,Petroleum,63625,0.063625
2008,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,1466063,1.466063
2008,AZ,Total Electric Power Industry,Total,119459172,119.459172
2008,AZ,Total Electric Power Industry,Coal,43840260,43.84026
2008,AZ,Total Electric Power Industry,Hydroelectric Conventional,7285902,7.285902
2008,AZ,Total Electric Power Industry,Natural Gas,38822429,38.822429
2008,AZ,Total Electric Power Industry,Nuclear,29250496,29.250496
2008,AZ,Total Electric Power Industry,Other Biomass,22986,0.022986
2008,AZ,Total Electric Power Industry,Petroleum,51897,0.051897
2008,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,14724,0.014724
2008,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,75947,0.075947
2008,CA,Total Electric Power Industry,Total,207984263,207.984263
2008,CA,Total Electric Power Industry,Coal,2280401,2.280401
2008,CA,Total Electric Power Industry,Geothermal,12883000,12.883
2008,CA,Total Electric Power Industry,Hydroelectric Conventional,24127810,24.12781
2008,CA,Total Electric Power Industry,Natural Gas,119991737,119.991737
2008,CA,Total Electric Power Industry,Nuclear,32482351,32.482351
2008,CA,Total Electric Power Industry,Other Biomass,2361946,2.361946
2008,CA,Total Electric Power Industry,Other Gases,1684863,1.684863
2008,CA,Total Electric Power Industry,Petroleum,1741590,1.74159
2008,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,670481,0.670481
2008,CA,Total Electric Power Industry,Wind,5384955,5.384955
2008,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,3483555,3.483555
2008,CO,Total Electric Power Industry,Total,53441594,53.441594
2008,CO,Total Electric Power Industry,Coal,34827545,34.827545
2008,CO,Total Electric Power Industry,Hydroelectric Conventional,2039327,2.039327
2008,CO,Total Electric Power Industry,Natural Gas,13487475,13.487475
2008,CO,Total Electric Power Industry,Other Biomass,45119,0.045119
2008,CO,Total Electric Power Industry,Other Gases,0,0
2008,CO,Total Electric Power Industry,Petroleum,19113,0.019113
2008,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,18354,0.018354
2008,CO,Total Electric Power Industry,Wind,3220843,3.220843
2008,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,135,0.000135
2008,CT,Total Electric Power Industry,Total,30409473,30.409473
2008,CT,Total Electric Power Industry,Coal,4386608,4.386608
2008,CT,Total Electric Power Industry,Hydroelectric Conventional,556177,0.556177
2008,CT,Total Electric Power Industry,Natural Gas,8069852,8.069852
2008,CT,Total Electric Power Industry,Nuclear,15432946,15.432946
2008,CT,Total Electric Power Industry,Other Biomass,731881,0.731881
2008,CT,Total Electric Power Industry,Other Gases,0,0
2008,CT,Total Electric Power Industry,Petroleum,513850,0.51385
2008,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,1633,0.001633
2008,DC,Total Electric Power Industry,Total,72316,0.072316
2008,DC,Total Electric Power Industry,Petroleum,72316,0.072316
2008,DE,Total Electric Power Industry,Total,7523839,7.523839
2008,DE,Total Electric Power Industry,Coal,5266915,5.266915
2008,DE,Total Electric Power Industry,Natural Gas,1387009,1.387009
2008,DE,Total Electric Power Industry,Other Biomass,163375,0.163375
2008,DE,Total Electric Power Industry,Other Gases,476422,0.476422
2008,DE,Total Electric Power Industry,Petroleum,219177,0.219177
2008,FL,Total Electric Power Industry,Total,219636818,219.636818
2008,FL,Total Electric Power Industry,Coal,64823411,64.823411
2008,FL,Total Electric Power Industry,Hydroelectric Conventional,206158,0.206158
2008,FL,Total Electric Power Industry,Natural Gas,103363123,103.363123
2008,FL,Total Electric Power Industry,Nuclear,32133276,32.133276
2008,FL,Total Electric Power Industry,Other Biomass,2334127,2.334127
2008,FL,Total Electric Power Industry,Other Gases,9977,0.009977
2008,FL,Total Electric Power Industry,Petroleum,11970743,11.970743
2008,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,1968741,1.968741
2008,GA,Total Electric Power Industry,Total,136173395,136.173395
2008,GA,Total Electric Power Industry,Coal,85491258,85.491258
2008,GA,Total Electric Power Industry,Hydroelectric Conventional,2144618,2.144618
2008,GA,Total Electric Power Industry,Natural Gas,13428412,13.428412
2008,GA,Total Electric Power Industry,Nuclear,31691095,31.691095
2008,GA,Total Electric Power Industry,Other Biomass,121685,0.121685
2008,GA,Total Electric Power Industry,Petroleum,741561,0.741561
2008,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,2660285,2.660285
2008,HI,Total Electric Power Industry,Total,11376385,11.376385
2008,HI,Total Electric Power Industry,Coal,1647592,1.647592
2008,HI,Total Electric Power Industry,Geothermal,234333,0.234333
2008,HI,Total Electric Power Industry,Hydroelectric Conventional,84343,0.084343
2008,HI,Total Electric Power Industry,Other Biomass,302423,0.302423
2008,HI,Total Electric Power Industry,Other Gases,38572,0.038572
2008,HI,Total Electric Power Industry,Petroleum,8669934,8.669934
2008,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,18,0.000018
2008,HI,Total Electric Power Industry,Wind,240023,0.240023
2008,IA,Total Electric Power Industry,Total,53086786,53.086786
2008,IA,Total Electric Power Industry,Coal,40410107,40.410107
2008,IA,Total Electric Power Industry,Hydroelectric Conventional,819047,0.819047
2008,IA,Total Electric Power Industry,Natural Gas,2163191,2.163191
2008,IA,Total Electric Power Industry,Nuclear,5282202,5.282202
2008,IA,Total Electric Power Industry,Other Biomass,167264,0.167264
2008,IA,Total Electric Power Industry,Petroleum,161127,0.161127
2008,IA,Total Electric Power Industry,Wind,4083787,4.083787
2008,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,49,0.000049
2008,ID,Total Electric Power Industry,Total,11970553,11.970553
2008,ID,Total Electric Power Industry,Coal,90449,0.090449
2008,ID,Total Electric Power Industry,Geothermal,85547,0.085547
2008,ID,Total Electric Power Industry,Hydroelectric Conventional,9362501,9.362501
2008,ID,Total Electric Power Industry,Natural Gas,1699553,1.699553
2008,ID,Total Electric Power Industry,Petroleum,120,0.00012
2008,ID,Total Electric Power Industry,Wind,207472,0.207472
2008,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,455393,0.455393
2008,IL,Total Electric Power Industry,Total,199475178,199.475178
2008,IL,Total Electric Power Industry,Coal,96644038,96.644038
2008,IL,Total Electric Power Industry,Hydroelectric Conventional,138549,0.138549
2008,IL,Total Electric Power Industry,Natural Gas,4259870,4.25987
2008,IL,Total Electric Power Industry,Nuclear,95151694,95.151694
2008,IL,Total Electric Power Industry,Other Biomass,697370,0.69737
2008,IL,Total Electric Power Industry,Other Gases,53874,0.053874
2008,IL,Total Electric Power Industry,Petroleum,142728,0.142728
2008,IL,Total Electric Power Industry,Wind,2336996,2.336996
2008,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,612,0.000612
2008,IN,Total Electric Power Industry,Total,129510294,129.510294
2008,IN,Total Electric Power Industry,Coal,122036086,122.036086
2008,IN,Total Electric Power Industry,Hydroelectric Conventional,436780,0.43678
2008,IN,Total Electric Power Industry,Natural Gas,3636303,3.636303
2008,IN,Total Electric Power Industry,Other Biomass,273038,0.273038
2008,IN,Total Electric Power Industry,Other Gases,2355804,2.355804
2008,IN,Total Electric Power Industry,Petroleum,178244,0.178244
2008,IN,Total Electric Power Industry,Wind,238356,0.238356
2008,KS,Total Electric Power Industry,Total,46630321,46.630321
2008,KS,Total Electric Power Industry,Coal,34003262,34.003262
2008,KS,Total Electric Power Industry,Hydroelectric Conventional,10574,0.010574
2008,KS,Total Electric Power Industry,Natural Gas,2229723,2.229723
2008,KS,Total Electric Power Industry,Nuclear,8497160,8.49716
2008,KS,Total Electric Power Industry,Petroleum,130190,0.13019
2008,KS,Total Electric Power Industry,Wind,1759412,1.759412
2008,KY,Total Electric Power Industry,Total,97863340,97.86334
2008,KY,Total Electric Power Industry,Coal,91620588,91.620588
2008,KY,Total Electric Power Industry,Hydroelectric Conventional,1917470,1.91747
2008,KY,Total Electric Power Industry,Natural Gas,978692,0.978692
2008,KY,Total Electric Power Industry,Other Biomass,108880,0.10888
2008,KY,Total Electric Power Industry,Other Gases,3835,0.003835
2008,KY,Total Electric Power Industry,Petroleum,2874440,2.87444
2008,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,350740,0.35074
2008,LA,Total Electric Power Industry,Total,92453141,92.453141
2008,LA,Total Electric Power Industry,Coal,24100042,24.100042
2008,LA,Total Electric Power Industry,Hydroelectric Conventional,1064373,1.064373
2008,LA,Total Electric Power Industry,Natural Gas,45344386,45.344386
2008,LA,Total Electric Power Industry,Nuclear,15370988,15.370988
2008,LA,Total Electric Power Industry,Other Biomass,70886,0.070886
2008,LA,Total Electric Power Industry,Other Gases,1101057,1.101057
2008,LA,Total Electric Power Industry,Petroleum,2305013,2.305013
2008,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2638789,2.638789
2008,MA,Total Electric Power Industry,Total,42505478,42.505478
2008,MA,Total Electric Power Industry,Coal,10628688,10.628688
2008,MA,Total Electric Power Industry,Hydroelectric Conventional,1155811,1.155811
2008,MA,Total Electric Power Industry,Natural Gas,21514434,21.514434
2008,MA,Total Electric Power Industry,Nuclear,5868639,5.868639
2008,MA,Total Electric Power Industry,Other Biomass,1129046,1.129046
2008,MA,Total Electric Power Industry,Petroleum,2107999,2.107999
2008,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,80,0.00008
2008,MA,Total Electric Power Industry,Wind,3672,0.003672
2008,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,122580,0.12258
2008,MD,Total Electric Power Industry,Total,47360953,47.360953
2008,MD,Total Electric Power Industry,Coal,27218239,27.218239
2008,MD,Total Electric Power Industry,Hydroelectric Conventional,1974078,1.974078
2008,MD,Total Electric Power Industry,Natural Gas,1848147,1.848147
2008,MD,Total Electric Power Industry,Nuclear,14678695,14.678695
2008,MD,Total Electric Power Industry,Other Biomass,414781,0.414781
2008,MD,Total Electric Power Industry,Other Gases,337823,0.337823
2008,MD,Total Electric Power Industry,Petroleum,405840,0.40584
2008,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,197704,0.197704
2008,ME,Total Electric Power Industry,Total,17094919,17.094919
2008,ME,Total Electric Power Industry,Coal,351799,0.351799
2008,ME,Total Electric Power Industry,Hydroelectric Conventional,4457405,4.457405
2008,ME,Total Electric Power Industry,Natural Gas,7379615,7.379615
2008,ME,Total Electric Power Industry,Other Biomass,257795,0.257795
2008,ME,Total Electric Power Industry,Petroleum,532985,0.532985
2008,ME,Total Electric Power Industry,Wind,131621,0.131621
2008,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3668569,3.668569
2008,MI,Total Electric Power Industry,Total,114989806,114.989806
2008,MI,Total Electric Power Industry,Coal,69855436,69.855436
2008,MI,Total Electric Power Industry,Hydroelectric Conventional,1364378,1.364378
2008,MI,Total Electric Power Industry,Natural Gas,9602037,9.602037
2008,MI,Total Electric Power Industry,Nuclear,31484428,31.484428
2008,MI,Total Electric Power Industry,Other Biomass,739537,0.739537
2008,MI,Total Electric Power Industry,Other Gases,264407,0.264407
2008,MI,Total Electric Power Industry,Petroleum,457538,0.457538
2008,MI,Total Electric Power Industry,Wind,141182,0.141182
2008,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1710423,1.710423
2008,MN,Total Electric Power Industry,Total,54763360,54.76336
2008,MN,Total Electric Power Industry,Coal,31755253,31.755253
2008,MN,Total Electric Power Industry,Hydroelectric Conventional,727061,0.727061
2008,MN,Total Electric Power Industry,Natural Gas,2865846,2.865846
2008,MN,Total Electric Power Industry,Nuclear,12996838,12.996838
2008,MN,Total Electric Power Industry,Other Biomass,771042,0.771042
2008,MN,Total Electric Power Industry,Other Gases,26520,0.02652
2008,MN,Total Electric Power Industry,Petroleum,231617,0.231617
2008,MN,Total Electric Power Industry,Wind,4354620,4.35462
2008,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,725220,0.72522
2008,MO,Total Electric Power Industry,Total,91028795,91.028795
2008,MO,Total Electric Power Industry,Coal,73531660,73.53166
2008,MO,Total Electric Power Industry,Hydroelectric Conventional,2046773,2.046773
2008,MO,Total Electric Power Industry,Natural Gas,5196137,5.196137
2008,MO,Total Electric Power Industry,Nuclear,9378629,9.378629
2008,MO,Total Electric Power Industry,Other Biomass,41100,0.0411
2008,MO,Total Electric Power Industry,Other Gases,2587,0.002587
2008,MO,Total Electric Power Industry,Petroleum,57421,0.057421
2008,MO,Total Electric Power Industry,Wind,203313,0.203313
2008,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,1613,0.001613
2008,MS,Total Electric Power Industry,Total,48205711,48.205711
2008,MS,Total Electric Power Industry,Coal,16683402,16.683402
2008,MS,Total Electric Power Industry,Natural Gas,20607427,20.607427
2008,MS,Total Electric Power Industry,Nuclear,9396790,9.39679
2008,MS,Total Electric Power Industry,Other Biomass,5051,0.005051
2008,MS,Total Electric Power Industry,Other Gases,40445,0.040445
2008,MS,Total Electric Power Industry,Petroleum,76281,0.076281
2008,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,1386275,1.386275
2008,MT,Total Electric Power Industry,Total,29637137,29.637137
2008,MT,Total Electric Power Industry,Coal,18331532,18.331532
2008,MT,Total Electric Power Industry,Hydroelectric Conventional,9999557,9.999557
2008,MT,Total Electric Power Industry,Natural Gas,65659,0.065659
2008,MT,Total Electric Power Industry,Other Gases,5772,0.005772
2008,MT,Total Electric Power Industry,Petroleum,419150,0.41915
2008,MT,Total Electric Power Industry,Wind,593138,0.593138
2008,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,110958,0.110958
2008,NC,Total Electric Power Industry,Total,125239063,125.239063
2008,NC,Total Electric Power Industry,Coal,75814787,75.814787
2008,NC,Total Electric Power Industry,Hydroelectric Conventional,3033642,3.033642
2008,NC,Total Electric Power Industry,Natural Gas,4177342,4.177342
2008,NC,Total Electric Power Industry,Nuclear,39776280,39.77628
2008,NC,Total Electric Power Industry,Other Biomass,120482,0.120482
2008,NC,Total Electric Power Industry,Other Gases,0,0
2008,NC,Total Electric Power Industry,Petroleum,320221,0.320221
2008,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1801,0.001801
2008,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,1799930,1.79993
2008,ND,Total Electric Power Industry,Total,32734579,32.734579
2008,ND,Total Electric Power Industry,Coal,29672230,29.67223
2008,ND,Total Electric Power Industry,Hydroelectric Conventional,1252790,1.25279
2008,ND,Total Electric Power Industry,Other Biomass,12927,0.012927
2008,ND,Total Electric Power Industry,Other Gases,0,0
2008,ND,Total Electric Power Industry,Petroleum,49092,0.049092
2008,ND,Total Electric Power Industry,Wind,1693458,1.693458
2008,NE,Total Electric Power Industry,Total,32373522,32.373522
2008,NE,Total Electric Power Industry,Coal,21479773,21.479773
2008,NE,Total Electric Power Industry,Hydroelectric Conventional,346456,0.346456
2008,NE,Total Electric Power Industry,Natural Gas,758487,0.758487
2008,NE,Total Electric Power Industry,Nuclear,9479039,9.479039
2008,NE,Total Electric Power Industry,Other Biomass,60929,0.060929
2008,NE,Total Electric Power Industry,Other Gases,0,0
2008,NE,Total Electric Power Industry,Petroleum,34655,0.034655
2008,NE,Total Electric Power Industry,Wind,214184,0.214184
2008,NH,Total Electric Power Industry,Total,22876992,22.876992
2008,NH,Total Electric Power Industry,Coal,3450770,3.45077
2008,NH,Total Electric Power Industry,Hydroelectric Conventional,1633224,1.633224
2008,NH,Total Electric Power Industry,Natural Gas,7073351,7.073351
2008,NH,Total Electric Power Industry,Nuclear,9350314,9.350314
2008,NH,Total Electric Power Industry,Other Biomass,155025,0.155025
2008,NH,Total Electric Power Industry,Petroleum,136281,0.136281
2008,NH,Total Electric Power Industry,Wind,10319,0.010319
2008,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,1009640,1.00964
2008,NJ,Total Electric Power Industry,Total,63674789,63.674789
2008,NJ,Total Electric Power Industry,Coal,9028491,9.028491
2008,NJ,Total Electric Power Industry,Hydroelectric Conventional,25773,0.025773
2008,NJ,Total Electric Power Industry,Natural Gas,20751755,20.751755
2008,NJ,Total Electric Power Industry,Nuclear,32194798,32.194798
2008,NJ,Total Electric Power Industry,Other Biomass,881736,0.881736
2008,NJ,Total Electric Power Industry,Other Gases,158826,0.158826
2008,NJ,Total Electric Power Industry,Petroleum,325312,0.325312
2008,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,2669,0.002669
2008,NJ,Total Electric Power Industry,Wind,20885,0.020885
2008,NM,Total Electric Power Industry,Total,37009837,37.009837
2008,NM,Total Electric Power Industry,Coal,27014233,27.014233
2008,NM,Total Electric Power Industry,Hydroelectric Conventional,312288,0.312288
2008,NM,Total Electric Power Industry,Natural Gas,7966007,7.966007
2008,NM,Total Electric Power Industry,Other Biomass,18885,0.018885
2008,NM,Total Electric Power Industry,Petroleum,52589,0.052589
2008,NM,Total Electric Power Industry,Wind,1642787,1.642787
2008,NV,Total Electric Power Industry,Total,35089974,35.089974
2008,NV,Total Electric Power Industry,Coal,7812352,7.812352
2008,NV,Total Electric Power Industry,Geothermal,1382820,1.38282
2008,NV,Total Electric Power Industry,Hydroelectric Conventional,1750620,1.75062
2008,NV,Total Electric Power Industry,Natural Gas,23971911,23.971911
2008,NV,Total Electric Power Industry,Other Gases,1987,0.001987
2008,NV,Total Electric Power Industry,Petroleum,14270,0.01427
2008,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,156013,0.156013
2008,NY,Total Electric Power Industry,Total,140322100,140.3221
2008,NY,Total Electric Power Industry,Coal,19154125,19.154125
2008,NY,Total Electric Power Industry,Hydroelectric Conventional,26723131,26.723131
2008,NY,Total Electric Power Industry,Natural Gas,43856460,43.85646
2008,NY,Total Electric Power Industry,Nuclear,43209171,43.209171
2008,NY,Total Electric Power Industry,Other Biomass,1512860,1.51286
2008,NY,Total Electric Power Industry,Petroleum,3745328,3.745328
2008,NY,Total Electric Power Industry,Wind,1250700,1.2507
2008,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,555097,0.555097
2008,OH,Total Electric Power Industry,Total,153412251,153.412251
2008,OH,Total Electric Power Industry,Coal,130694310,130.69431
2008,OH,Total Electric Power Industry,Hydroelectric Conventional,386435,0.386435
2008,OH,Total Electric Power Industry,Natural Gas,2484391,2.484391
2008,OH,Total Electric Power Industry,Nuclear,17513878,17.513878
2008,OH,Total Electric Power Industry,Other Biomass,190175,0.190175
2008,OH,Total Electric Power Industry,Other Gases,260924,0.260924
2008,OH,Total Electric Power Industry,Petroleum,1437938,1.437938
2008,OH,Total Electric Power Industry,Wind,15084,0.015084
2008,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,418117,0.418117
2008,OK,Total Electric Power Industry,Total,76328908,76.328908
2008,OK,Total Electric Power Industry,Coal,36314917,36.314917
2008,OK,Total Electric Power Industry,Hydroelectric Conventional,3811273,3.811273
2008,OK,Total Electric Power Industry,Natural Gas,33774167,33.774167
2008,OK,Total Electric Power Industry,Other Biomass,169618,0.169618
2008,OK,Total Electric Power Industry,Other Gases,10219,0.010219
2008,OK,Total Electric Power Industry,Petroleum,22536,0.022536
2008,OK,Total Electric Power Industry,Wind,2358080,2.35808
2008,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,23006,0.023006
2008,OR,Total Electric Power Industry,Total,58718438,58.718438
2008,OR,Total Electric Power Industry,Coal,4044319,4.044319
2008,OR,Total Electric Power Industry,Hydroelectric Conventional,33805024,33.805024
2008,OR,Total Electric Power Industry,Natural Gas,17387162,17.387162
2008,OR,Total Electric Power Industry,Other Biomass,130747,0.130747
2008,OR,Total Electric Power Industry,Other Gases,0,0
